Store,Product_Category,Month,Quantity,Original_Price,Discount_%,Final_Price,Revenue,Customer_Rating
Pune,Toys,May,42,4264.94,20,3411.95,143301.96,3.8
Pune,Toys,April,6,118.23,20,94.58,567.49,2.7
Jaipur,Sports,March,1,1785.97,15,1518.07,1518.07,3.4
Pune,Groceries,April,26,334.99,15,284.74,7403.34,3.3
Bangalore,Electronics,March,32,2901.96,15,2466.67,78933.34,3.1
Pune,Sports,March,36,1414.86,10,1273.38,45841.63,5.0
Kolkata,Electronics,May,11,326.67,0,326.67,3593.32,4.7
Kolkata,Furniture,June,45,2305.47,10,2074.92,93371.41,4.2
Pune,Sports,March,45,3304.71,0,3304.71,148712.09,3.2
Jaipur,Sports,January,46,4926.29,0,4926.29,226609.53,4.5
Pune,Electronics,March,13,4730.43,0,4730.43,61495.53,3.0
Kolkata,Electronics,May,23,3459.46,0,3459.46,79567.47,3.8
Hyderabad,Groceries,May,30,595.33,10,535.8,16074.02,4.0
Bangalore,Sports,January,44,1481.49,15,1259.27,55407.75,2.6
Kolkata,Groceries,May,30,517.48,0,517.48,15524.47,4.5
Pune,Toys,June,45,1314.87,0,1314.87,59169.11,3.5
Jaipur,Toys,March,44,770.0,20,616.0,27104.12,2.5
Delhi,Furniture,April,40,4503.22,20,3602.58,144103.07,4.8
Bangalore,Electronics,April,34,4972.01,20,3977.61,135238.7,2.8
Mumbai,Electronics,March,44,2815.23,5,2674.47,117676.64,4.2
Bangalore,Groceries,June,29,670.11,15,569.59,16518.15,4.8
Chennai,Electronics,May,11,3591.75,5,3412.16,37533.76,2.6
Jaipur,Toys,January,21,4624.17,15,3930.54,82541.39,3.4
Chennai,Groceries,April,21,3340.67,5,3173.63,66646.29,3.7
Kolkata,Electronics,March,4,2019.21,20,1615.37,6461.47,4.1
Pune,Toys,March,49,2092.37,20,1673.89,82020.85,3.9
Pune,Furniture,May,14,4449.06,15,3781.7,52943.8,4.3
Mumbai,Furniture,May,38,4040.88,10,3636.79,138198.08,4.0
Jaipur,Sports,April,15,1930.89,15,1641.25,24618.8,2.8
Kolkata,Toys,May,43,3276.22,20,2620.98,112702.14,2.9
Delhi,Furniture,February,4,3882.96,20,3106.36,12425.46,4.2
Jaipur,Electronics,May,43,1534.43,20,1227.55,52784.52,4.8
Chennai,Toys,March,41,4767.95,0,4767.95,195485.8,3.5
Jaipur,Clothing,June,3,4996.65,10,4496.98,13490.95,3.3
Jaipur,Toys,January,20,1157.44,5,1099.57,21991.38,4.4
Mumbai,Furniture,January,17,2404.59,5,2284.36,38834.09,4.4
Chennai,Groceries,March,28,146.74,15,124.73,3492.43,4.0
Chennai,Groceries,May,11,2695.26,0,2695.26,29647.84,3.4
Mumbai,Groceries,February,31,3788.76,5,3599.33,111579.1,4.7
Mumbai,Sports,March,41,2491.39,5,2366.82,97039.54,4.7
Pune,Toys,May,1,2901.02,10,2610.92,2610.92,3.1
Kolkata,Sports,April,26,578.77,20,463.01,12038.33,2.8
Jaipur,Groceries,April,3,4257.25,15,3618.66,10855.98,4.6
Kolkata,Toys,January,26,1488.96,10,1340.06,34841.66,3.7
Delhi,Sports,May,33,2758.48,20,2206.79,72823.99,3.2
Bangalore,Groceries,March,10,2573.89,10,2316.5,23164.98,4.0
Bangalore,Toys,May,4,1398.67,0,1398.67,5594.68,3.7
Kolkata,Toys,January,12,3290.77,15,2797.15,33565.82,3.5
Jaipur,Furniture,June,34,1920.17,20,1536.14,52228.63,3.7
Jaipur,Clothing,February,45,2477.15,10,2229.43,100324.43,3.5
Bangalore,Toys,April,8,4809.0,10,4328.1,34624.82,4.3
Pune,Clothing,June,19,4741.14,5,4504.08,85577.51,3.8
Pune,Clothing,March,7,934.8,5,888.06,6216.42,4.0
Mumbai,Furniture,March,37,4531.57,20,3625.25,134134.38,4.5
Bangalore,Electronics,June,28,2141.3,20,1713.04,47965.16,4.0
Mumbai,Furniture,February,40,3974.44,5,3775.72,151028.88,2.5
Delhi,Sports,January,26,4818.07,15,4095.36,106479.25,4.8
Jaipur,Groceries,January,28,1814.27,0,1814.27,50799.45,4.1
Jaipur,Toys,May,27,4331.38,10,3898.24,105252.49,4.3
Delhi,Furniture,April,34,3354.22,20,2683.37,91234.68,4.4
Bangalore,Electronics,April,28,4428.41,0,4428.41,123995.58,4.6
Kolkata,Toys,February,31,3660.69,15,3111.58,96459.06,4.6
Bangalore,Electronics,January,24,1844.25,15,1567.61,37622.6,3.6
Bangalore,Clothing,April,8,1480.23,15,1258.19,10065.56,3.6
Bangalore,Toys,May,47,3036.88,5,2885.04,135596.75,4.3
Jaipur,Electronics,April,36,608.81,10,547.93,19725.54,4.8
Bangalore,Clothing,April,37,1064.97,0,1064.97,39404.04,2.9
Bangalore,Sports,February,3,1229.42,0,1229.42,3688.27,3.5
Pune,Sports,May,30,2663.47,0,2663.47,79904.25,3.1
Bangalore,Sports,May,1,228.86,20,183.09,183.09,3.5
Mumbai,Toys,March,22,2115.91,20,1692.73,37240.08,3.3
Chennai,Electronics,June,40,3880.79,5,3686.75,147469.85,4.5
Jaipur,Clothing,May,45,2235.66,20,1788.53,80483.65,2.8
Pune,Toys,March,32,1773.48,0,1773.48,56751.29,3.8
Delhi,Furniture,April,48,213.42,15,181.41,8707.5,3.8
Mumbai,Clothing,May,29,3841.71,15,3265.46,94698.27,2.9
Hyderabad,Sports,April,14,3862.52,5,3669.39,51371.5,2.8
Chennai,Groceries,June,14,3139.41,0,3139.41,43951.8,4.3
Chennai,Furniture,March,39,510.98,5,485.43,18931.86,3.5
Kolkata,Toys,May,6,4225.46,20,3380.37,20282.21,3.4
Jaipur,Groceries,June,18,4723.47,20,3778.78,68017.96,4.0
Hyderabad,Toys,January,41,2910.15,5,2764.64,113350.26,3.9
Chennai,Electronics,February,36,3689.03,10,3320.12,119524.5,3.8
Hyderabad,Electronics,May,10,4608.56,20,3686.85,36868.46,2.6
Mumbai,Furniture,June,46,4973.34,20,3978.67,183018.9,2.7
Jaipur,Sports,January,30,2578.14,5,2449.23,73476.91,4.6
Hyderabad,Sports,April,46,3645.69,20,2916.55,134161.25,3.5
Bangalore,Furniture,May,29,1816.16,10,1634.54,47401.76,4.3
Jaipur,Clothing,May,39,4630.79,10,4167.71,162540.74,2.9
Pune,Clothing,May,14,2967.1,5,2818.74,39462.38,4.8
Mumbai,Sports,April,38,398.47,0,398.47,15141.86,3.3
Kolkata,Furniture,June,34,955.79,15,812.42,27622.2,2.5
Mumbai,Electronics,June,33,467.96,15,397.77,13126.25,3.4
Chennai,Sports,March,4,3801.64,10,3421.48,13685.91,3.8
Hyderabad,Sports,May,8,646.75,5,614.42,4915.33,3.6
Pune,Sports,June,42,195.66,0,195.66,8217.75,3.8
Kolkata,Furniture,January,13,2897.18,0,2897.18,37663.34,2.6
Chennai,Electronics,January,38,3635.3,5,3453.53,131234.22,4.0
Hyderabad,Electronics,June,43,2029.22,15,1724.84,74168.13,4.3
Hyderabad,Sports,February,40,408.17,0,408.17,16326.95,3.3
Pune,Furniture,April,35,1640.49,20,1312.39,45933.63,4.7
Hyderabad,Toys,May,28,2828.71,0,2828.71,79204.02,3.2
Chennai,Clothing,June,37,4388.09,5,4168.69,154241.46,4.1
Chennai,Clothing,February,23,3946.28,10,3551.65,81688.05,3.6
Delhi,Toys,January,25,3341.47,20,2673.18,66829.38,3.8
Kolkata,Sports,June,43,2792.5,15,2373.62,102065.84,4.0
Mumbai,Sports,June,29,2205.05,0,2205.05,63946.55,4.2
Jaipur,Sports,May,7,1925.38,20,1540.31,10782.15,4.4
Mumbai,Clothing,March,31,155.81,15,132.44,4105.58,4.3
Bangalore,Furniture,February,17,2347.42,20,1877.94,31924.97,3.0
Chennai,Furniture,April,16,573.28,20,458.63,7338.04,2.9
Mumbai,Toys,April,32,4576.53,15,3890.05,124481.68,4.3
Mumbai,Clothing,June,17,2707.45,0,2707.45,46026.66,3.9
Bangalore,Toys,January,38,4644.77,0,4644.77,176501.16,2.7
Mumbai,Electronics,May,46,463.81,10,417.43,19201.72,4.0
Hyderabad,Sports,March,23,3451.08,10,3105.97,71437.3,4.7
Pune,Furniture,April,19,2636.43,0,2636.43,50092.18,3.8
Kolkata,Sports,June,7,712.88,5,677.24,4740.67,3.2
Delhi,Sports,March,9,206.52,5,196.19,1765.75,4.3
Kolkata,Sports,January,22,3705.02,5,3519.77,77434.88,5.0
Hyderabad,Toys,June,18,1358.47,15,1154.7,20784.66,4.2
Hyderabad,Clothing,May,30,2218.54,5,2107.62,63228.51,3.8
Delhi,Groceries,February,14,4986.13,0,4986.13,69805.88,3.4
Kolkata,Sports,June,46,1085.75,20,868.6,39955.51,4.5
Pune,Furniture,June,2,1452.98,15,1235.03,2470.07,2.6
Mumbai,Clothing,January,27,2621.18,10,2359.06,63694.72,3.8
Kolkata,Clothing,April,23,321.07,0,321.07,7384.56,3.0
Pune,Sports,May,35,3799.21,5,3609.25,126323.63,4.3
Mumbai,Toys,June,5,4032.05,10,3628.85,18144.24,4.0
Kolkata,Furniture,February,21,2490.6,20,1992.48,41842.0,4.7
Jaipur,Electronics,March,23,2646.37,5,2514.05,57823.24,3.9
Jaipur,Groceries,February,23,763.55,5,725.37,16683.62,4.8
Chennai,Electronics,June,5,2516.08,15,2138.66,10693.32,4.9
Chennai,Furniture,March,48,1696.86,15,1442.33,69231.96,5.0
Kolkata,Furniture,February,30,2197.76,20,1758.21,52746.16,4.9
Hyderabad,Toys,March,10,2966.46,5,2818.14,28181.41,4.3
Jaipur,Electronics,January,4,3756.04,15,3192.64,12770.54,3.1
Jaipur,Electronics,March,26,2427.89,20,1942.31,50500.05,3.4
Kolkata,Furniture,February,42,4812.04,5,4571.44,192000.33,2.9
Hyderabad,Groceries,June,41,408.56,5,388.13,15913.41,3.9
Mumbai,Clothing,April,34,760.45,0,760.45,25855.31,4.1
Jaipur,Groceries,May,42,1131.26,0,1131.26,47513.03,4.1
Chennai,Clothing,January,6,3225.86,10,2903.27,17419.64,3.3
Mumbai,Furniture,March,29,1457.29,10,1311.56,38035.25,2.9
Mumbai,Toys,May,36,1427.46,20,1141.96,41110.71,2.6
Hyderabad,Groceries,January,37,3046.66,20,2437.33,90181.2,3.1
Bangalore,Toys,March,1,1038.32,0,1038.32,1038.32,2.8
Mumbai,Clothing,January,13,100.26,20,80.21,1042.69,5.0
Kolkata,Furniture,April,10,4067.96,10,3661.17,36611.67,4.6
Hyderabad,Furniture,March,46,2895.75,15,2461.39,113223.86,4.0
Kolkata,Sports,March,49,472.82,5,449.17,22009.55,4.3
Hyderabad,Groceries,March,12,1283.77,5,1219.58,14634.94,4.9
Chennai,Groceries,March,32,3022.93,10,2720.64,87060.34,4.8
Kolkata,Sports,May,44,555.85,10,500.26,22011.61,3.5
Chennai,Furniture,June,43,4644.1,15,3947.48,169741.69,3.8
Kolkata,Furniture,March,41,689.67,10,620.7,25448.76,2.8
Jaipur,Groceries,February,24,1899.15,15,1614.28,38742.69,2.8
Jaipur,Groceries,May,44,1740.2,20,1392.16,61255.15,4.6
Pune,Sports,April,21,1261.2,15,1072.02,22512.48,3.0
Chennai,Toys,June,25,4179.78,15,3552.82,88820.41,4.1
Pune,Furniture,May,47,4055.24,5,3852.48,181066.5,3.1
Bangalore,Groceries,January,40,735.56,20,588.45,23537.94,3.8
Bangalore,Clothing,January,19,1552.56,20,1242.05,23598.91,4.9
Delhi,Sports,February,26,3419.59,20,2735.67,71127.41,4.5
Jaipur,Furniture,January,47,4983.7,20,3986.96,187386.96,3.8
Chennai,Sports,January,48,4246.96,15,3609.91,173275.9,4.1
Jaipur,Furniture,February,36,3996.56,20,3197.25,115100.96,3.9
Delhi,Electronics,May,16,4748.65,0,4748.65,75978.47,4.1
Hyderabad,Sports,March,48,533.59,0,533.59,25612.12,3.2
Pune,Toys,March,27,2575.31,20,2060.25,55626.74,2.9
Kolkata,Clothing,February,12,4415.28,10,3973.75,47684.98,3.2
Chennai,Sports,March,1,1902.45,15,1617.08,1617.08,4.0
Bangalore,Electronics,March,45,3654.41,5,3471.69,156225.99,4.0
Kolkata,Clothing,May,18,2365.57,0,2365.57,42580.31,4.9
Bangalore,Clothing,June,38,4067.4,0,4067.4,154561.35,3.6
Chennai,Electronics,May,5,3638.28,15,3092.54,15462.68,4.9
Delhi,Sports,June,43,3402.61,20,2722.09,117049.67,4.7
Mumbai,Groceries,February,48,4992.26,15,4243.42,203684.37,4.7
Mumbai,Toys,June,16,2092.47,10,1883.22,30131.5,3.4
Pune,Electronics,February,28,3556.28,0,3556.28,99575.76,4.6
Jaipur,Sports,February,49,1024.24,10,921.82,45169.01,3.9
Chennai,Furniture,April,19,4033.13,5,3831.47,72797.96,4.5
Kolkata,Clothing,April,48,3200.21,5,3040.2,145929.6,2.6
Chennai,Furniture,February,12,3507.06,10,3156.36,37876.28,4.7
Jaipur,Electronics,March,27,4933.59,0,4933.59,133207.03,4.0
Pune,Furniture,March,45,2364.49,20,1891.59,85121.58,4.9
Chennai,Electronics,March,22,1503.19,10,1352.87,29763.24,3.8
Jaipur,Groceries,February,3,1540.62,15,1309.52,3928.57,2.5
Pune,Clothing,January,22,570.43,0,570.43,12549.55,3.8
Chennai,Sports,April,25,3538.4,15,3007.64,75190.93,4.4
Delhi,Toys,May,13,3031.09,20,2424.88,31523.38,2.5
Kolkata,Clothing,January,13,4750.49,20,3800.39,49405.1,5.0
Chennai,Furniture,February,20,4160.47,5,3952.45,79048.91,4.8
Bangalore,Electronics,January,11,4997.53,20,3998.03,43978.28,3.9
Jaipur,Furniture,June,48,2335.91,5,2219.11,106517.44,4.3
Kolkata,Sports,April,13,318.39,0,318.39,4139.11,3.9
Delhi,Toys,June,36,4449.06,10,4004.15,144149.42,3.4
Chennai,Furniture,February,25,4143.45,10,3729.1,93227.52,4.2
Pune,Clothing,February,26,196.45,0,196.45,5107.64,3.6
Delhi,Furniture,January,9,3606.26,20,2885.01,25965.06,4.8
Chennai,Toys,June,37,3480.49,0,3480.49,128778.15,3.0
Hyderabad,Groceries,May,16,2042.15,0,2042.15,32674.32,3.2
Chennai,Clothing,March,24,884.96,0,884.96,21239.1,4.5
Bangalore,Sports,January,46,1012.95,20,810.36,37276.64,3.4
Pune,Furniture,May,45,977.98,10,880.18,39608.21,3.9
Mumbai,Sports,February,43,4784.5,20,3827.6,164586.68,4.0
Bangalore,Clothing,June,48,4904.03,0,4904.03,235393.46,3.4
Hyderabad,Sports,February,1,1512.24,20,1209.79,1209.79,2.7
Bangalore,Toys,February,17,3156.48,10,2840.84,48294.2,3.1
Chennai,Clothing,January,42,2504.17,10,2253.76,94657.73,3.2
Delhi,Furniture,May,12,4896.76,5,4651.92,55823.01,5.0
Mumbai,Clothing,February,45,1214.16,10,1092.75,49173.55,3.5
Bangalore,Groceries,January,14,3894.94,10,3505.45,49076.24,2.7
Jaipur,Furniture,April,18,316.05,20,252.84,4551.15,2.9
Hyderabad,Clothing,February,12,4776.79,0,4776.79,57321.52,4.9
Delhi,Clothing,June,2,1317.5,0,1317.5,2634.99,2.8
Hyderabad,Clothing,May,21,4420.44,15,3757.37,78904.86,2.7
Pune,Furniture,May,30,1957.89,15,1664.2,49926.15,2.5
Delhi,Clothing,April,40,2498.98,5,2374.03,94961.21,4.7
Pune,Clothing,January,31,3468.12,5,3294.72,102136.27,4.3
Mumbai,Sports,February,35,1183.5,20,946.8,33138.11,3.5
Bangalore,Electronics,March,21,851.75,5,809.16,16992.34,4.5
Kolkata,Groceries,June,4,1842.55,20,1474.04,5896.15,3.8
Kolkata,Sports,February,17,3568.52,5,3390.1,57631.67,2.7
Delhi,Groceries,May,12,193.95,20,155.16,1861.89,3.1
Pune,Toys,January,5,4156.36,15,3532.91,17664.53,3.7
Delhi,Clothing,January,45,1306.73,15,1110.72,49982.29,3.6
Bangalore,Electronics,February,17,3561.21,5,3383.15,57513.49,4.3
Pune,Furniture,May,30,450.36,0,450.36,13510.94,4.4
Bangalore,Groceries,March,14,2192.95,0,2192.95,30701.29,2.6
Chennai,Groceries,May,2,618.05,10,556.25,1112.49,4.8
Delhi,Groceries,May,3,4599.47,5,4369.49,13108.48,3.6
Delhi,Groceries,January,40,1676.15,15,1424.72,56988.97,3.8
Delhi,Toys,March,49,4937.12,20,3949.7,193535.2,3.0
Pune,Electronics,April,46,2445.06,20,1956.05,89978.22,4.8
Pune,Clothing,May,39,3244.21,5,3082.0,120198.02,3.2
Mumbai,Clothing,April,3,292.34,0,292.34,877.02,4.4
Chennai,Furniture,March,33,3560.54,20,2848.43,93998.24,3.9
Hyderabad,Toys,March,13,3282.71,20,2626.17,34140.17,3.6
Delhi,Furniture,June,27,2586.23,5,2456.92,66336.83,3.3
Chennai,Electronics,April,14,4117.35,20,3293.88,46114.36,4.9
Delhi,Clothing,June,47,1977.2,5,1878.34,88281.85,3.2
Bangalore,Sports,March,13,1663.47,20,1330.77,17300.06,3.0
Bangalore,Furniture,April,43,2064.14,0,2064.14,88758.09,3.0
Jaipur,Furniture,March,27,1795.93,15,1526.54,41216.49,3.6
Delhi,Toys,June,18,1167.73,0,1167.73,21019.17,3.1
Kolkata,Clothing,May,37,185.41,10,166.87,6174.14,3.2
Jaipur,Electronics,March,44,3873.44,20,3098.75,136344.96,3.8
Kolkata,Toys,June,5,4834.27,0,4834.27,24171.36,3.9
Kolkata,Furniture,April,12,1414.58,15,1202.4,14428.74,3.3
Chennai,Sports,March,18,3660.27,10,3294.24,59296.38,2.5
Pune,Groceries,June,8,2183.43,15,1855.91,14847.31,4.6
Mumbai,Toys,February,14,1603.29,20,1282.63,17956.87,4.8
Jaipur,Toys,February,4,1773.38,5,1684.72,6738.86,4.4
Jaipur,Sports,April,19,1289.3,0,1289.3,24496.77,2.7
Mumbai,Electronics,May,9,109.47,0,109.47,985.2,4.9
Mumbai,Clothing,March,11,4120.43,20,3296.35,36259.81,5.0
Bangalore,Clothing,January,43,1429.66,20,1143.73,49180.28,3.6
Bangalore,Clothing,June,39,270.91,15,230.28,8980.78,4.0
Mumbai,Toys,April,9,3508.64,20,2806.91,25262.21,2.6
Delhi,Furniture,January,36,3270.85,0,3270.85,117750.43,2.6
Mumbai,Furniture,May,32,173.31,20,138.65,4436.73,3.7
Jaipur,Sports,April,1,4676.78,20,3741.42,3741.42,3.5
Jaipur,Electronics,June,9,1080.04,15,918.04,8262.33,3.7
Mumbai,Furniture,January,10,1593.58,5,1513.91,15139.05,4.0
Delhi,Groceries,January,36,3340.77,5,3173.73,114254.41,3.1
Bangalore,Clothing,May,23,3847.94,0,3847.94,88502.67,3.7
Jaipur,Clothing,April,15,3218.23,5,3057.31,45859.72,4.7
Hyderabad,Groceries,May,18,2916.86,0,2916.86,52503.49,4.4
Kolkata,Clothing,April,1,3057.8,20,2446.24,2446.24,2.6
Chennai,Electronics,January,22,679.89,10,611.9,13461.86,4.5
Hyderabad,Furniture,February,12,3970.88,20,3176.7,38120.41,4.6
Kolkata,Groceries,January,28,3265.16,5,3101.9,86853.32,2.6
Pune,Sports,June,21,484.78,20,387.83,8144.36,2.9
Chennai,Toys,January,33,2841.92,15,2415.63,79715.76,4.9
Pune,Electronics,May,14,1741.95,20,1393.56,19509.87,3.2
Bangalore,Furniture,February,18,3589.72,5,3410.24,61384.25,3.2
Pune,Electronics,April,11,3631.26,5,3449.69,37946.62,3.9
Kolkata,Clothing,June,22,4687.12,10,4218.41,92804.92,4.2
Delhi,Furniture,May,12,512.93,5,487.28,5847.35,4.5
Delhi,Furniture,May,29,3431.11,15,2916.44,84576.83,4.7
Chennai,Furniture,January,47,2420.49,15,2057.42,96698.6,3.9
Mumbai,Sports,March,16,2941.13,0,2941.13,47058.03,2.8
Kolkata,Groceries,June,34,1393.41,15,1184.4,40269.5,3.0
Bangalore,Clothing,May,21,200.34,0,200.34,4207.09,4.0
Delhi,Groceries,March,16,2280.59,0,2280.59,36489.46,4.6
Pune,Furniture,April,33,604.9,5,574.66,18963.75,2.5
Pune,Clothing,June,25,3417.92,20,2734.34,68358.49,4.2
Jaipur,Toys,April,13,1517.83,20,1214.26,15785.4,2.8
Delhi,Furniture,February,2,2888.84,5,2744.4,5488.8,3.8
Delhi,Furniture,February,28,2269.97,10,2042.97,57203.14,4.4
Chennai,Toys,January,19,2981.62,0,2981.62,56650.83,4.4
Delhi,Clothing,June,28,2870.74,20,2296.59,64304.49,4.0
Delhi,Toys,June,5,1750.28,5,1662.77,8313.85,4.9
Delhi,Electronics,May,7,1012.6,10,911.34,6379.38,3.5
Hyderabad,Groceries,April,24,3056.3,15,2597.85,62348.42,3.6
Mumbai,Groceries,June,48,1178.0,0,1178.0,56543.88,4.0
Mumbai,Clothing,May,6,710.61,0,710.61,4263.66,2.9
Mumbai,Clothing,January,37,1326.21,15,1127.28,41709.21,2.9
Kolkata,Sports,March,19,4341.93,0,4341.93,82496.76,4.8
Bangalore,Furniture,April,48,3838.55,15,3262.77,156612.84,4.0
Hyderabad,Groceries,February,11,3160.53,20,2528.42,27812.63,2.8
Hyderabad,Clothing,February,27,239.75,15,203.79,5502.22,2.5
Delhi,Groceries,January,13,4474.7,10,4027.23,52353.99,3.0
Kolkata,Electronics,May,49,4880.29,5,4636.28,227177.52,4.7
Mumbai,Clothing,April,19,4478.88,0,4478.88,85098.69,4.4
Chennai,Sports,May,17,789.78,10,710.8,12083.56,3.2
Pune,Groceries,March,46,1237.46,10,1113.71,51230.69,2.6
Bangalore,Furniture,January,16,4435.88,10,3992.29,63876.72,4.8
Chennai,Furniture,April,34,1770.98,5,1682.43,57202.78,4.8
Chennai,Electronics,February,8,3543.68,20,2834.94,22679.53,4.1
Hyderabad,Furniture,May,20,2567.53,10,2310.77,46215.48,5.0
Delhi,Sports,June,14,1751.31,10,1576.18,22066.55,3.2
Jaipur,Clothing,March,7,378.52,0,378.52,2649.63,4.8
Kolkata,Electronics,April,15,3623.06,0,3623.06,54345.95,3.5
Bangalore,Sports,January,16,1184.26,15,1006.62,16105.87,3.4
Jaipur,Electronics,March,46,4830.67,5,4589.13,211100.14,3.2
Mumbai,Electronics,April,17,2708.0,5,2572.6,43734.27,3.7
Pune,Electronics,June,20,1190.76,15,1012.14,20242.88,3.9
Bangalore,Groceries,February,33,2366.2,20,1892.96,62467.73,2.6
Pune,Groceries,January,14,1337.59,0,1337.59,18726.2,2.8
Hyderabad,Groceries,May,40,151.58,5,144.0,5759.95,3.1
Pune,Sports,March,47,4123.52,5,3917.34,184115.07,4.6
Hyderabad,Electronics,April,7,1083.76,0,1083.76,7586.3,3.6
Mumbai,Furniture,April,4,3163.56,15,2689.03,10756.12,4.2
Pune,Clothing,May,8,4630.65,15,3936.05,31488.43,3.4
Jaipur,Sports,April,27,4288.26,15,3645.02,98415.48,3.5
Delhi,Toys,June,48,360.29,15,306.25,14699.88,3.5
Jaipur,Sports,March,17,742.49,10,668.24,11360.16,3.9
Pune,Clothing,April,19,2019.17,10,1817.25,34527.74,2.6
Mumbai,Furniture,January,2,2540.94,0,2540.94,5081.88,3.8
Bangalore,Electronics,January,13,1287.85,10,1159.07,15067.87,2.7
Delhi,Clothing,March,40,2254.31,5,2141.6,85663.9,4.2
Pune,Clothing,April,17,1942.2,15,1650.87,28064.84,2.9
Pune,Furniture,January,41,1019.29,20,815.44,33432.84,3.3
Jaipur,Clothing,April,48,2358.51,15,2004.74,96227.28,4.3
Chennai,Groceries,March,23,1247.55,10,1122.8,25824.34,4.0
Kolkata,Furniture,March,42,2194.28,15,1865.14,78335.86,3.0
Bangalore,Toys,May,23,4270.92,5,4057.37,93319.52,4.7
Hyderabad,Toys,June,37,914.93,20,731.94,27081.85,2.7
Pune,Clothing,March,37,4828.65,20,3862.92,142928.19,4.7
Chennai,Toys,February,41,3393.36,5,3223.69,132171.41,3.0
Jaipur,Furniture,April,21,1719.94,10,1547.95,32506.94,4.1
Bangalore,Sports,April,45,510.84,20,408.68,18390.38,3.3
Mumbai,Electronics,March,7,2775.88,20,2220.71,15544.95,3.8
Bangalore,Furniture,March,6,2598.67,0,2598.67,15592.02,2.9
Chennai,Groceries,May,41,197.52,5,187.64,7693.3,3.3
Kolkata,Toys,April,42,4619.93,0,4619.93,194037.25,2.5
Kolkata,Sports,June,46,4379.58,10,3941.62,181314.71,3.2
Chennai,Electronics,May,1,4638.42,15,3942.66,3942.66,2.6
Pune,Toys,January,26,1619.72,15,1376.76,35795.84,4.0
Bangalore,Toys,February,5,2534.17,15,2154.05,10770.24,3.7
Jaipur,Electronics,February,21,1866.27,15,1586.33,33312.9,4.0
Delhi,Electronics,February,20,3369.35,0,3369.35,67386.9,2.8
Chennai,Sports,April,30,3372.11,10,3034.9,91046.93,4.1
Bangalore,Toys,April,2,4122.46,15,3504.09,7008.18,3.9
Jaipur,Sports,June,7,3718.57,10,3346.71,23427.0,4.6
Bangalore,Sports,June,2,3595.96,0,3595.96,7191.93,4.8
Jaipur,Toys,February,44,4884.42,0,4884.42,214914.69,4.8
Kolkata,Electronics,May,40,2707.34,5,2571.98,102879.09,3.9
Chennai,Electronics,May,49,1343.61,0,1343.61,65836.81,4.5
Jaipur,Clothing,February,1,1240.38,15,1054.32,1054.32,4.7
Hyderabad,Furniture,February,13,536.12,5,509.31,6621.03,2.6
Jaipur,Electronics,February,14,2143.54,15,1822.01,25508.11,3.2
Hyderabad,Sports,February,30,4845.72,0,4845.72,145371.49,4.3
Kolkata,Electronics,February,16,2491.65,5,2367.07,37873.11,2.5
Pune,Clothing,April,1,3477.23,10,3129.5,3129.5,4.4
Mumbai,Furniture,January,3,3150.87,5,2993.32,8979.97,4.4
Hyderabad,Furniture,June,30,4449.99,10,4004.99,120149.79,4.7
Mumbai,Sports,June,10,4110.86,15,3494.23,34942.3,4.0
Jaipur,Toys,April,33,2819.17,15,2396.29,79077.58,5.0
Pune,Groceries,June,2,2614.04,5,2483.34,4966.68,4.5
Delhi,Electronics,March,10,1345.67,0,1345.67,13456.67,3.4
Pune,Groceries,June,21,4880.46,15,4148.39,87116.29,3.9
Pune,Toys,January,18,2405.64,15,2044.79,36806.23,2.6
Delhi,Groceries,January,24,2174.3,0,2174.3,52183.22,4.9
Mumbai,Groceries,March,49,4867.59,5,4624.21,226586.28,3.2
Hyderabad,Groceries,February,40,854.47,15,726.3,29052.09,4.9
Mumbai,Furniture,April,24,1048.36,20,838.69,20128.56,4.2
Delhi,Furniture,March,6,1018.32,10,916.48,5498.9,4.0
Hyderabad,Toys,January,38,1795.94,10,1616.35,61421.28,4.6
Delhi,Furniture,May,4,848.48,20,678.78,2715.13,5.0
Hyderabad,Groceries,May,34,3333.83,10,3000.45,102015.34,3.8
Bangalore,Furniture,May,16,4662.19,10,4195.97,67135.53,4.6
Delhi,Sports,March,7,2031.87,0,2031.87,14223.06,2.6
Hyderabad,Clothing,April,23,1491.9,0,1491.9,34313.61,3.3
Delhi,Clothing,June,13,809.78,0,809.78,10527.13,2.9
Pune,Toys,May,14,200.41,10,180.37,2525.18,3.4
Pune,Electronics,March,34,2236.6,0,2236.6,76044.53,2.8
Bangalore,Sports,March,26,1543.78,15,1312.21,34117.53,3.7
Kolkata,Furniture,January,19,3763.93,20,3011.14,57211.7,3.5
Chennai,Sports,January,43,608.28,5,577.86,24848.15,4.5
Chennai,Clothing,February,42,225.34,0,225.34,9464.15,3.1
Chennai,Groceries,June,27,916.07,5,870.27,23497.28,4.0
Kolkata,Groceries,June,49,1154.58,0,1154.58,56574.48,3.8
Pune,Furniture,January,24,3624.14,20,2899.31,69583.41,4.3
Kolkata,Electronics,February,49,1702.19,0,1702.19,83407.33,4.5
Mumbai,Electronics,May,9,2766.58,15,2351.59,21164.34,3.1
Jaipur,Sports,March,38,539.11,20,431.29,16388.86,3.5
Delhi,Groceries,March,12,3598.95,20,2879.16,34549.91,2.6
